UNITID,SAT_AVG,C100_4
434937,NULL,NULL
434973,NULL,0.009
435000,NULL,NULL
436003,NULL,NULL
436012,NULL,NULL
436021,NULL,NULL
436030,NULL,NULL
436067,NULL,NULL
436094,NULL,0
436100,NULL,NULL
436182,NULL,NULL
436191,NULL,1
436261,NULL,NULL
436270,NULL,NULL
436304,NULL,NULL
436429,NULL,NULL
436438,NULL,0
436465,NULL,NULL
436483,NULL,0
436553,NULL,NULL
436599,NULL,NULL
436614,NULL,0.5
436632,NULL,NULL
436641,NULL,NULL
436650,NULL,NULL
436775,NULL,NULL
436818,988,0.304
436827,1046,0.2896
436836,1009,0.2488
437042,NULL,NULL
437051,NULL,1
437060,NULL,NULL
437097,NULL,NULL
437103,NULL,NULL
437219,NULL,0.2857
437237,NULL,NULL
437316,NULL,NULL
437325,NULL,NULL
437529,NULL,NULL
437556,NULL,NULL
437608,NULL,NULL
437635,NULL,NULL
437653,NULL,NULL
437662,NULL,NULL
437705,NULL,NULL
437732,NULL,NULL
437750,NULL,NULL
437769,NULL,NULL
437778,NULL,NULL
437857,NULL,NULL
437936,NULL,NULL
438151,NULL,0.1432
438179,NULL,NULL
438197,NULL,NULL
438212,NULL,NULL
438258,NULL,NULL
438267,NULL,NULL
438285,NULL,NULL
438337,NULL,NULL
438498,NULL,0
438504,NULL,NULL
438586,NULL,0.2222
438647,NULL,NULL
438656,NULL,NULL
438674,NULL,NULL
438708,NULL,NULL
438735,NULL,NULL
438805,NULL,NULL
438869,NULL,NULL
438902,NULL,0.1667
438984,NULL,NULL
439020,NULL,NULL
439057,NULL,0
439118,NULL,NULL
439127,NULL,NULL
439136,NULL,0
439145,NULL,NULL
439190,NULL,NULL
439288,NULL,0.3741
439297,NULL,0
439303,NULL,NULL
439312,NULL,NULL
439367,NULL,NULL
439394,NULL,NULL
439437,NULL,NULL
439446,NULL,NULL
439455,NULL,NULL
439473,NULL,NULL
439482,NULL,NULL
439491,NULL,NULL
439507,NULL,NULL
439570,NULL,NULL
439613,NULL,0.1667
439622,NULL,NULL
439631,NULL,NULL
439668,NULL,NULL
439686,NULL,NULL
439701,1073,0
439738,NULL,NULL
439747,NULL,NULL
439774,NULL,NULL
439783,NULL,NULL
439792,NULL,NULL
439817,NULL,NULL
439826,NULL,NULL
439844,NULL,NULL
439862,NULL,0
439871,NULL,NULL
439899,NULL,NULL
439905,NULL,NULL
439914,NULL,NULL
439932,NULL,NULL
439969,NULL,NULL
439978,NULL,NULL
439996,NULL,NULL
440004,NULL,NULL
440031,NULL,NULL
440059,NULL,NULL
440077,NULL,NULL
440086,NULL,NULL
440101,NULL,NULL
440165,NULL,NULL
440174,NULL,NULL
440217,NULL,NULL
440226,NULL,NULL
440262,NULL,NULL
440271,NULL,NULL
440323,NULL,NULL
440332,NULL,NULL
440341,NULL,0.1565
440369,NULL,NULL
440396,1183,0.1667
440402,NULL,NULL
440411,NULL,NULL
440420,NULL,0
440457,NULL,0
440466,NULL,0.0051
440642,NULL,NULL
440651,NULL,NULL
440721,NULL,NULL
440730,NULL,NULL
440749,NULL,0
440758,NULL,0
440767,NULL,0
440776,NULL,NULL
440794,NULL,0.2105
440800,NULL,NULL
440819,NULL,NULL
440828,1062,NULL
440855,NULL,NULL
440873,NULL,NULL
440882,NULL,NULL
440891,NULL,NULL
440907,NULL,NULL
440916,NULL,NULL
440925,NULL,0.2143
440952,NULL,NULL
440989,NULL,NULL
441016,NULL,NULL
441025,NULL,NULL
441052,NULL,NULL
441070,NULL,NULL
441089,NULL,NULL
441104,NULL,NULL
441131,NULL,NULL
441168,NULL,NULL
441195,NULL,NULL
441201,NULL,NULL
441210,NULL,NULL
441229,NULL,NULL
441238,NULL,NULL
441256,NULL,NULL
441274,NULL,NULL
441308,NULL,NULL
441317,NULL,NULL
441335,NULL,NULL
441353,NULL,NULL
441362,NULL,NULL
441371,NULL,NULL
441380,NULL,NULL
441405,NULL,NULL
441414,NULL,NULL
441423,NULL,NULL
441478,NULL,NULL
441487,NULL,NULL
441496,NULL,NULL
441502,NULL,NULL
441511,NULL,0.5517
441548,NULL,NULL
441575,NULL,NULL
441593,NULL,NULL
441609,NULL,0
441618,NULL,NULL
441636,NULL,NULL
441645,NULL,NULL
441663,NULL,NULL
441672,NULL,NULL
441690,NULL,0
441706,NULL,NULL
441742,NULL,NULL
441760,NULL,NULL
441779,NULL,NULL
441788,NULL,NULL
441830,NULL,NULL
441858,NULL,NULL
441876,NULL,NULL
441894,NULL,NULL
441900,NULL,0.0425
441919,NULL,NULL
441928,NULL,NULL
441937,NULL,0.2443
441955,NULL,NULL
441964,NULL,NULL
441973,NULL,0.2857
441982,1506,0.7647
442037,NULL,NULL
442046,NULL,NULL
442064,NULL,NULL
442073,NULL,NULL
442134,NULL,NULL
442161,NULL,0
442204,NULL,NULL
442213,NULL,NULL
442222,NULL,0
442231,NULL,NULL
442240,NULL,NULL
442295,NULL,NULL
442329,NULL,NULL
442338,NULL,1
442347,NULL,NULL
442356,NULL,NULL
442383,NULL,NULL
442392,NULL,NULL
442408,NULL,NULL
442426,NULL,NULL
442435,NULL,NULL
442523,NULL,NULL
442569,NULL,0.2404
442578,NULL,0
442602,NULL,NULL
442611,NULL,NULL
442620,NULL,NULL
442639,NULL,0
442657,NULL,NULL
442718,NULL,0
442727,NULL,NULL
442745,NULL,NULL
442781,NULL,NULL
442790,NULL,NULL
442806,NULL,NULL
442815,NULL,NULL
442842,NULL,NULL
442879,NULL,NULL
442888,NULL,NULL
442897,NULL,NULL
442930,NULL,NULL
442949,NULL,NULL
442958,NULL,NULL
442967,NULL,NULL
442976,NULL,NULL
442985,NULL,NULL
443021,NULL,NULL
443030,NULL,NULL
443049,NULL,1
443058,NULL,0
443076,NULL,NULL
443100,NULL,NULL
443128,NULL,NULL
443137,NULL,NULL
443146,NULL,NULL
443173,NULL,NULL
443207,NULL,NULL
443216,NULL,NULL
443225,NULL,NULL
443234,NULL,NULL
443252,NULL,NULL
443261,NULL,NULL
443270,NULL,NULL
443289,NULL,NULL
443298,NULL,NULL
443322,NULL,NULL
443331,NULL,0.4286
443340,NULL,0
443359,NULL,NULL
443377,NULL,NULL
443410,1231,0.3139
443438,NULL,NULL
443483,NULL,NULL
443492,NULL,NULL
443526,NULL,NULL
443535,NULL,NULL
443544,NULL,0
443562,NULL,0.0156
443571,NULL,NULL
443599,NULL,NULL
443623,NULL,NULL
443632,NULL,NULL
443641,NULL,NULL
443650,NULL,NULL
443669,NULL,NULL
443678,NULL,NULL
443696,NULL,NULL
443702,NULL,NULL
443748,NULL,NULL
443766,NULL,0
443784,NULL,0.1429
443827,NULL,NULL
443836,NULL,NULL
443854,NULL,NULL
443942,NULL,NULL
443951,NULL,NULL
443979,NULL,NULL
444024,NULL,NULL
444042,NULL,0.0102
444051,NULL,NULL
444088,NULL,NULL
444103,NULL,NULL
444130,NULL,0
444158,NULL,0.0882
444194,NULL,NULL
444200,NULL,NULL
444219,NULL,NULL
444228,NULL,NULL
444237,NULL,NULL
444255,NULL,NULL
444264,NULL,NULL
444282,NULL,NULL
444291,NULL,NULL
444307,NULL,NULL
444316,NULL,NULL
444325,NULL,NULL
444334,NULL,NULL
444343,NULL,NULL
444361,NULL,NULL
444370,NULL,NULL
444398,NULL,0.1818
444404,NULL,NULL
444413,NULL,0.2222
444422,NULL,NULL
444440,NULL,NULL
444468,NULL,NULL
444486,NULL,NULL
444510,NULL,NULL
444529,NULL,NULL
444547,NULL,NULL
444556,NULL,NULL
444565,NULL,NULL
444583,NULL,NULL
444592,NULL,NULL
444608,NULL,NULL
444635,NULL,NULL
444644,NULL,NULL
444653,NULL,NULL
444662,NULL,NULL
444671,NULL,NULL
444680,NULL,NULL
444699,NULL,NULL
444705,NULL,NULL
444714,NULL,NULL
444732,NULL,NULL
444769,NULL,NULL
444778,NULL,0.0625
444787,NULL,NULL
444796,NULL,NULL
444811,NULL,NULL
444857,NULL,NULL
444866,NULL,NULL
444893,NULL,NULL
444909,NULL,NULL
444927,NULL,0.2571
444936,NULL,NULL
444945,NULL,NULL
444954,NULL,NULL
444972,NULL,NULL
444990,NULL,NULL
445027,NULL,0.2778
445054,NULL,NULL
445081,NULL,NULL
445090,NULL,NULL
445115,NULL,NULL
445124,NULL,0.1145
445133,NULL,0.3333
445188,1025,0.3662
445203,NULL,NULL
445212,NULL,NULL
445221,NULL,NULL
445230,NULL,NULL
445249,NULL,NULL
445258,NULL,0
445267,NULL,NULL
445300,NULL,0.0028
445319,NULL,0
445328,NULL,NULL
445346,NULL,NULL
445364,NULL,NULL
445391,NULL,0
445434,NULL,0.3333
445461,NULL,NULL
445498,NULL,NULL
445540,NULL,NULL
445559,NULL,NULL
445577,NULL,NULL
445638,NULL,NULL
445647,NULL,NULL
445656,NULL,NULL
445665,NULL,NULL
445692,NULL,0.5263
445708,NULL,0.3932
445726,NULL,NULL
445735,NULL,NULL
445744,NULL,NULL
445762,NULL,NULL
445780,NULL,NULL
445799,NULL,NULL
445814,NULL,NULL
445841,NULL,NULL
445850,NULL,NULL
445869,NULL,NULL
445911,NULL,NULL
445920,NULL,0.3333
445948,NULL,NULL
445957,NULL,NULL
445984,NULL,NULL
446002,NULL,NULL
446039,NULL,NULL
446048,1098,0.412
446057,NULL,NULL
446075,NULL,NULL
446084,NULL,NULL
446093,NULL,NULL
446109,NULL,NULL
446118,NULL,NULL
446127,NULL,NULL
446136,NULL,NULL
446163,NULL,NULL
446190,NULL,NULL
446206,NULL,NULL
446215,NULL,NULL
446224,NULL,NULL
446233,925,0.0323
446242,NULL,NULL
446251,NULL,NULL
446260,NULL,NULL
446288,NULL,NULL
446303,NULL,NULL
446349,NULL,NULL
446385,NULL,NULL
446394,NULL,0.5
446446,NULL,NULL
446455,NULL,NULL
446516,NULL,NULL
446525,NULL,NULL
446534,NULL,NULL
446543,NULL,NULL
446552,NULL,NULL
446561,NULL,NULL
446589,NULL,NULL
446598,NULL,NULL
446604,NULL,0
446613,NULL,NULL
446640,NULL,0.0286
446668,NULL,NULL
446677,NULL,0.2
446729,NULL,0
446774,NULL,NULL
446792,NULL,0.1897
446808,NULL,0.1935
446835,NULL,NULL
446844,NULL,NULL
446880,NULL,NULL
446899,NULL,NULL
446905,NULL,0
446914,NULL,NULL
446923,NULL,NULL
446932,NULL,NULL
446996,NULL,NULL
447014,NULL,NULL
447023,NULL,NULL
447050,NULL,NULL
447102,NULL,NULL
447120,NULL,NULL
447148,NULL,NULL
447166,NULL,NULL
447175,NULL,NULL
447209,NULL,NULL
447254,NULL,NULL
447263,NULL,NULL
447272,NULL,1
447290,NULL,0
447315,NULL,NULL
447324,NULL,NULL
447333,NULL,NULL
447360,NULL,NULL
447379,NULL,NULL
447403,NULL,NULL
447421,NULL,1
447430,NULL,NULL
447449,NULL,NULL
447458,NULL,0.4444
447467,NULL,NULL
447476,NULL,NULL
447494,NULL,NULL
447519,NULL,NULL
447528,NULL,NULL
447582,NULL,NULL
447591,NULL,NULL
447607,NULL,NULL
447616,NULL,NULL
447634,NULL,NULL
447670,NULL,0.4
447689,NULL,0.0395
447698,NULL,NULL
447704,NULL,NULL
447713,NULL,NULL
447722,NULL,NULL
447731,NULL,NULL
447759,NULL,NULL
447768,NULL,NULL
447777,NULL,NULL
447795,NULL,NULL
447801,NULL,NULL
447810,NULL,NULL
447847,NULL,NULL
447865,NULL,NULL
447874,NULL,NULL
447883,NULL,NULL
447892,NULL,NULL
447908,NULL,NULL
447917,NULL,NULL
447935,NULL,NULL
447953,NULL,0.0149
447962,NULL,NULL
447971,NULL,NULL
447980,NULL,NULL
447999,NULL,NULL
448008,NULL,NULL
448017,NULL,NULL
448026,NULL,NULL
448035,NULL,NULL
448044,NULL,NULL
448071,NULL,NULL
448123,NULL,NULL
448150,NULL,NULL
448196,NULL,NULL
448211,NULL,NULL
448220,NULL,NULL
448239,NULL,NULL
448248,NULL,NULL
448257,NULL,NULL
448275,NULL,NULL
448284,NULL,0
448309,NULL,0
448345,NULL,0.2344
448354,NULL,NULL
448415,NULL,NULL
448424,NULL,NULL
448433,NULL,NULL
448442,NULL,0.0938
448451,NULL,NULL
448460,NULL,NULL
448479,NULL,NULL
448488,NULL,NULL
448497,NULL,NULL
448503,NULL,0
448512,NULL,0
448567,NULL,0
448576,NULL,0.1523
448585,NULL,0
448594,NULL,NULL
448600,NULL,NULL
448619,NULL,NULL
448646,NULL,NULL
448664,NULL,NULL
448673,NULL,NULL
448691,NULL,NULL
448707,NULL,NULL
448716,NULL,NULL
448734,NULL,0
448752,NULL,0.1566
448761,NULL,0.2692
448770,NULL,NULL
448798,NULL,NULL
448804,NULL,NULL
448822,NULL,0
448840,1099,0.2295
448859,NULL,NULL
448886,1080,0.4736
448895,NULL,NULL
448974,NULL,NULL
448983,NULL,NULL
449010,NULL,0.425
449038,NULL,0.2222
449074,NULL,NULL
449083,NULL,NULL
449092,NULL,NULL
449117,NULL,NULL
449126,NULL,NULL
449135,NULL,NULL
449144,NULL,NULL
449153,NULL,NULL
449162,NULL,NULL
449171,NULL,NULL
449180,NULL,NULL
449199,NULL,NULL
449205,NULL,NULL
449214,NULL,NULL
449223,NULL,NULL
449232,NULL,NULL
449241,NULL,NULL
449250,NULL,NULL
449269,NULL,NULL
449302,NULL,NULL
449311,NULL,NULL
449320,NULL,NULL
449339,NULL,0.198
449348,NULL,0
449357,NULL,NULL
449366,NULL,NULL
449384,NULL,NULL
449393,NULL,NULL
449445,NULL,NULL
449454,NULL,NULL
449463,NULL,NULL
449472,NULL,NULL
449481,NULL,NULL
449490,NULL,NULL
449506,NULL,NULL
449524,NULL,NULL
449533,NULL,NULL
449597,NULL,NULL
449603,NULL,NULL
449612,NULL,NULL
449658,NULL,0
449667,NULL,NULL
449676,NULL,NULL
449685,NULL,NULL
449700,NULL,NULL
449719,NULL,NULL
449728,NULL,NULL
449764,970,0.2778
449773,NULL,NULL
449782,NULL,NULL
449807,NULL,NULL
449816,NULL,NULL
449834,NULL,NULL
449852,NULL,NULL
449861,NULL,NULL
449870,NULL,0
449889,NULL,NULL
449898,NULL,0.0909
449904,NULL,NULL
449922,NULL,NULL
449931,NULL,1
449959,NULL,NULL
449968,NULL,NULL
449977,NULL,NULL
449986,NULL,NULL
449995,NULL,NULL
450003,NULL,NULL
450021,NULL,NULL
450049,NULL,0.119
450058,NULL,NULL
450067,NULL,NULL
450076,NULL,NULL
450085,NULL,0.2368
450094,NULL,0.1806
450119,NULL,NULL
450128,NULL,NULL
450173,NULL,NULL
450182,NULL,NULL
450191,NULL,NULL
450207,NULL,0
450216,NULL,NULL
450225,NULL,NULL
450234,NULL,NULL
450243,NULL,0.0833
450252,NULL,NULL
450261,NULL,NULL
450270,NULL,NULL
450289,NULL,NULL
450298,NULL,0
450304,NULL,NULL
450377,NULL,0
450395,NULL,NULL
450401,NULL,NULL
450429,NULL,1
450447,NULL,0.2162
450456,NULL,0
450465,NULL,NULL
450483,NULL,0
450526,NULL,0
450535,NULL,0
450544,NULL,0
450571,NULL,NULL
450580,NULL,NULL
450599,NULL,NULL
450605,NULL,NULL
450614,NULL,NULL
450632,NULL,NULL
450641,NULL,NULL
450650,NULL,NULL
450669,NULL,NULL
450678,NULL,NULL
450696,NULL,NULL
450702,NULL,NULL
450711,NULL,NULL
450720,NULL,NULL
450739,NULL,NULL
450757,NULL,NULL
450766,NULL,NULL
450784,NULL,NULL
450793,NULL,NULL
450809,NULL,NULL
450818,NULL,NULL
450827,NULL,NULL
450836,NULL,NULL
450854,NULL,NULL
450863,NULL,NULL
450872,NULL,NULL
450881,NULL,NULL
450933,NULL,0.2504
450942,NULL,NULL
450951,NULL,NULL
450960,NULL,NULL
450979,NULL,0.3333
450988,NULL,NULL
451006,NULL,NULL
451033,NULL,NULL
451042,NULL,NULL
451051,NULL,NULL
451060,NULL,0.1935
451079,NULL,NULL
451097,NULL,NULL
451103,NULL,NULL
451121,NULL,NULL
451130,NULL,NULL
451149,NULL,NULL
451158,NULL,NULL
451167,NULL,NULL
451194,NULL,NULL
451219,NULL,NULL
451228,NULL,NULL
451237,NULL,NULL
451255,NULL,NULL
451264,NULL,NULL
451282,NULL,NULL
451291,NULL,NULL
451307,NULL,NULL
451334,NULL,NULL
451343,NULL,NULL
451352,NULL,NULL
451361,NULL,NULL
451370,NULL,NULL
451398,NULL,0
451404,NULL,0
451413,NULL,NULL
451459,NULL,NULL
451468,NULL,NULL
451477,NULL,NULL
451495,NULL,NULL
451501,NULL,NULL
451510,NULL,NULL
451529,NULL,NULL
451538,NULL,NULL
451547,NULL,NULL
451556,NULL,NULL
451565,NULL,NULL
451574,NULL,NULL
451583,NULL,NULL
451617,NULL,NULL
451626,NULL,NULL
451635,NULL,NULL
451644,NULL,NULL
451653,NULL,NULL
451662,NULL,0.0227
451671,1120,NULL
451699,NULL,0
451705,NULL,0.2857
451714,NULL,NULL
451741,NULL,NULL
451750,NULL,0
451769,NULL,0
451796,NULL,0.2619
451820,NULL,0.2212
451848,NULL,0.2222
451857,NULL,NULL
451866,NULL,NULL
451875,NULL,NULL
451884,NULL,0
451909,NULL,NULL
451918,NULL,NULL
451945,NULL,0
451954,NULL,NULL
451963,NULL,NULL
451972,NULL,0
451981,NULL,0
451990,NULL,0.0606
452009,NULL,NULL
452018,NULL,0.1228
452027,NULL,0.1935
452036,NULL,NULL
452045,NULL,NULL
452054,NULL,NULL
452063,NULL,NULL
452072,NULL,NULL
452081,NULL,NULL
452090,NULL,0
452106,NULL,NULL
452115,NULL,NULL
452124,NULL,NULL
452373,NULL,NULL
452887,NULL,NULL
452948,NULL,NULL
453109,NULL,NULL
453163,NULL,0.1429
453215,NULL,0
453455,NULL,NULL
453464,NULL,NULL
453473,NULL,NULL
453552,NULL,NULL
453570,NULL,NULL
453747,NULL,NULL
453756,NULL,NULL
453792,NULL,NULL
453817,NULL,NULL
454078,NULL,NULL
454184,1181,0.4078
454227,NULL,0.8889
454236,NULL,0.3846
454245,NULL,NULL
454306,NULL,NULL
454315,NULL,NULL
454324,NULL,NULL
454333,NULL,NULL
454342,NULL,NULL
454351,NULL,NULL
454360,NULL,NULL
454379,NULL,NULL
454388,NULL,NULL
454397,NULL,NULL
454458,NULL,NULL
454467,NULL,NULL
454476,NULL,NULL
454485,NULL,NULL
454494,NULL,NULL
454500,NULL,NULL
454519,NULL,NULL
454528,NULL,NULL
454537,NULL,NULL
454546,NULL,NULL
454555,NULL,NULL
454573,NULL,NULL
454582,NULL,NULL
454591,NULL,0
454607,NULL,NULL
454616,NULL,NULL
454625,NULL,NULL
454652,NULL,NULL
454689,NULL,NULL
454698,NULL,NULL
454722,NULL,NULL
454740,NULL,NULL
454759,NULL,NULL
454768,NULL,NULL
454777,NULL,NULL
454786,NULL,NULL
454795,NULL,NULL
454801,NULL,NULL
454810,NULL,NULL
454829,NULL,NULL
454838,NULL,NULL
454847,NULL,NULL
454856,NULL,0
454865,NULL,NULL
454874,NULL,NULL
454883,NULL,NULL
454892,NULL,NULL
454908,NULL,NULL
454917,NULL,NULL
454926,NULL,NULL
454935,NULL,NULL
454944,NULL,NULL
454953,NULL,NULL
454962,NULL,NULL
454971,NULL,NULL
454980,NULL,NULL
454999,NULL,NULL
455008,NULL,NULL
455017,NULL,NULL
455026,NULL,NULL
455035,NULL,NULL
455053,NULL,NULL
455062,NULL,NULL
455071,NULL,NULL
455080,NULL,NULL
455099,NULL,NULL
455105,NULL,NULL
455114,NULL,NULL
455141,NULL,NULL
455169,NULL,NULL
455178,NULL,NULL
455187,NULL,NULL
455196,NULL,NULL
455202,NULL,NULL
455211,NULL,NULL
455220,NULL,NULL
455239,NULL,NULL
455257,NULL,0
455275,NULL,NULL
455284,NULL,NULL
455327,NULL,NULL
455336,NULL,NULL
455345,NULL,NULL
455354,NULL,NULL
455381,NULL,NULL
455390,NULL,NULL
455406,NULL,NULL
455433,NULL,NULL
455460,NULL,NULL
455479,NULL,NULL
455488,NULL,NULL
455512,NULL,NULL
455549,NULL,NULL
455558,NULL,NULL
455567,NULL,NULL
455585,NULL,0.1111
455600,NULL,0.1034
455619,NULL,0
455628,NULL,NULL
455655,NULL,NULL
455664,NULL,NULL
455707,NULL,NULL
455716,NULL,NULL
455725,NULL,NULL
455734,NULL,NULL
455752,NULL,NULL
455761,NULL,NULL
455770,NULL,0.7368
455798,NULL,NULL
455804,NULL,NULL
455813,NULL,NULL
455831,NULL,NULL
455840,NULL,NULL
455859,NULL,NULL
455868,NULL,NULL
455877,NULL,NULL
455886,NULL,NULL
455895,NULL,NULL
455901,NULL,NULL
455910,NULL,NULL
455929,NULL,NULL
455938,NULL,NULL
455947,NULL,NULL
455956,NULL,NULL
455965,NULL,NULL
455974,NULL,NULL
455983,NULL,NULL
455992,NULL,NULL
456001,NULL,NULL
456010,NULL,0
456029,NULL,NULL
456038,NULL,NULL
456056,NULL,NULL
456065,NULL,NULL
456074,NULL,NULL
456092,NULL,NULL
456126,NULL,NULL
456135,NULL,NULL
456144,NULL,NULL
456153,NULL,NULL
456180,NULL,NULL
456205,NULL,NULL
456214,NULL,NULL
456287,NULL,NULL
456296,NULL,0.1415
456302,NULL,NULL
456320,NULL,NULL
456339,NULL,NULL
456348,NULL,0.0396
456357,NULL,NULL
456366,NULL,NULL
456375,NULL,NULL
456393,NULL,NULL
456409,NULL,NULL
456418,NULL,NULL
456427,NULL,NULL
456436,NULL,NULL
456445,NULL,0.3333
456454,NULL,NULL
456481,NULL,1
456490,NULL,0
456506,NULL,NULL
456515,NULL,NULL
456542,NULL,NULL
456551,NULL,NULL
456560,NULL,NULL
456588,NULL,NULL
456597,NULL,NULL
456612,NULL,0.0714
456621,NULL,0
456719,NULL,NULL
456728,NULL,NULL
456737,NULL,NULL
456746,NULL,NULL
456755,NULL,NULL
456764,NULL,NULL
456773,NULL,NULL
456782,NULL,0.5
456791,NULL,0.0909
456807,NULL,0
456816,NULL,0.375
456825,NULL,NULL
456834,NULL,0
456861,NULL,NULL
456922,NULL,NULL
456931,NULL,NULL
456940,NULL,NULL
456959,1110,0.48
456968,NULL,NULL
456977,NULL,NULL
457004,NULL,NULL
457022,NULL,NULL
457031,NULL,NULL
457077,NULL,NULL
457086,NULL,NULL
457101,NULL,NULL
457110,NULL,NULL
457129,NULL,0
457174,NULL,NULL
457183,NULL,NULL
457192,NULL,NULL
457208,NULL,NULL
457226,NULL,NULL
457244,NULL,NULL
457253,NULL,NULL
457271,NULL,NULL
457299,NULL,NULL
457314,NULL,NULL
457323,NULL,NULL
457332,NULL,NULL
457341,NULL,NULL
457350,NULL,NULL
457378,NULL,NULL
457387,NULL,NULL
457396,NULL,NULL
457402,NULL,NULL
457411,NULL,NULL
457420,NULL,NULL
457439,NULL,NULL
457448,NULL,NULL
457466,NULL,NULL
457475,NULL,NULL
457484,NULL,NULL
457493,NULL,NULL
457509,NULL,NULL
457527,NULL,NULL
457536,NULL,NULL
457545,NULL,NULL
457554,NULL,NULL
457563,NULL,NULL
457572,NULL,NULL
457581,NULL,NULL
457590,NULL,NULL
457606,NULL,NULL
457615,NULL,NULL
457624,NULL,NULL
457633,NULL,NULL
457642,NULL,NULL
457651,NULL,NULL
457679,NULL,NULL
457688,NULL,NULL
457697,NULL,NULL
457703,NULL,NULL
457721,NULL,NULL
457730,NULL,NULL
457749,NULL,NULL
457758,NULL,NULL
457767,NULL,NULL
457776,NULL,NULL
457785,NULL,NULL
457794,NULL,NULL
457800,NULL,NULL
457819,NULL,NULL
457828,NULL,NULL
457837,NULL,NULL
457846,NULL,NULL
457855,NULL,NULL
457864,NULL,NULL
457873,NULL,NULL
457891,NULL,NULL
457916,NULL,NULL
457925,NULL,NULL
457943,NULL,NULL
457952,NULL,NULL
457961,NULL,NULL
457989,NULL,NULL
457998,NULL,NULL
458007,NULL,NULL
458016,NULL,NULL
458034,NULL,NULL
458043,NULL,NULL
458052,NULL,NULL
458061,NULL,NULL
458070,NULL,NULL
458098,NULL,NULL
458104,NULL,NULL
458113,NULL,NULL
458122,NULL,NULL
458131,NULL,NULL
458140,NULL,NULL
458159,NULL,NULL
458168,NULL,NULL
458177,NULL,NULL
458186,NULL,NULL
458195,NULL,NULL
458210,NULL,NULL
458229,NULL,NULL
458256,NULL,NULL
458265,NULL,NULL
458274,NULL,NULL
458283,NULL,NULL
458292,NULL,NULL
458317,NULL,NULL
458326,NULL,NULL
458335,NULL,NULL
458344,NULL,NULL
458353,NULL,NULL
458362,NULL,NULL
458380,NULL,NULL
458399,NULL,NULL
458405,NULL,NULL
458423,NULL,NULL
458432,NULL,NULL
458441,NULL,NULL
458469,NULL,0.3654
458478,NULL,NULL
458496,NULL,NULL
458502,NULL,NULL
458557,NULL,NULL
458593,NULL,NULL
458681,NULL,NULL
458690,NULL,NULL
458706,NULL,NULL
458733,NULL,NULL
458742,NULL,0.6
458751,NULL,NULL
458760,NULL,0
458779,NULL,NULL
458803,NULL,NULL
458812,NULL,NULL
458821,NULL,NULL
458830,NULL,NULL
458849,NULL,NULL
458858,NULL,NULL
458867,NULL,NULL
458885,NULL,NULL
458919,NULL,0.0556
458955,NULL,NULL
458964,NULL,0
458973,NULL,NULL
458982,NULL,NULL
458991,NULL,0
459000,NULL,NULL
459019,NULL,NULL
459037,NULL,NULL
459046,NULL,NULL
459055,NULL,NULL
459064,NULL,NULL
459073,NULL,NULL
459082,NULL,NULL
459091,NULL,NULL
459107,NULL,NULL
459116,NULL,NULL
459125,NULL,NULL
459134,NULL,NULL
459143,NULL,NULL
459161,NULL,NULL
459170,NULL,NULL
459189,NULL,NULL
459198,NULL,NULL
459204,NULL,NULL
459213,NULL,NULL
459222,NULL,NULL
459231,NULL,NULL
459259,NULL,0.0588
459268,NULL,NULL
459277,NULL,NULL
459286,NULL,NULL
459295,NULL,NULL
459301,NULL,NULL
459310,NULL,NULL
459329,NULL,NULL
459338,NULL,NULL
459347,NULL,NULL
459356,NULL,NULL
459365,NULL,NULL
459374,NULL,NULL
459392,NULL,NULL
459408,NULL,NULL
459417,NULL,NULL
459426,NULL,NULL
459435,NULL,NULL
459444,NULL,NULL
459462,NULL,NULL
459471,NULL,NULL
459480,NULL,NULL
459499,NULL,NULL
459514,NULL,NULL
459523,NULL,NULL
459532,NULL,NULL
459541,NULL,NULL
459550,NULL,NULL
459578,NULL,NULL
459587,NULL,NULL
459596,NULL,NULL
459602,NULL,NULL
459611,NULL,NULL
459639,NULL,NULL
459648,NULL,NULL
459657,NULL,NULL
459666,NULL,NULL
459675,NULL,NULL
459709,NULL,NULL
459718,NULL,NULL
459727,NULL,NULL
459736,NULL,NULL
459745,NULL,NULL
459824,NULL,NULL
459842,NULL,0
459851,NULL,NULL
459949,NULL,NULL
459958,NULL,NULL
459967,NULL,NULL
459985,NULL,NULL
459994,NULL,0
460002,NULL,NULL
460011,NULL,NULL
460020,NULL,NULL
460039,NULL,NULL
460048,NULL,NULL
460057,NULL,NULL
460066,NULL,NULL
460075,NULL,NULL
460093,NULL,NULL
460109,NULL,NULL
460118,NULL,NULL
460127,NULL,NULL
460136,NULL,NULL
460145,NULL,NULL
460172,NULL,NULL
460181,NULL,NULL
460190,NULL,NULL
460206,NULL,NULL
460215,NULL,NULL
460349,NULL,NULL
460358,NULL,NULL
460385,NULL,NULL
460394,NULL,NULL
460446,NULL,NULL
460455,NULL,NULL
460464,NULL,NULL
460482,NULL,NULL
460516,NULL,NULL
460525,NULL,NULL
460534,NULL,NULL
460543,NULL,NULL
460552,NULL,NULL
460561,NULL,NULL
460570,NULL,NULL
460589,NULL,NULL
460598,NULL,NULL
460604,NULL,NULL
460613,NULL,NULL
460631,NULL,NULL
460640,NULL,NULL
460659,NULL,NULL
460677,NULL,NULL
460695,NULL,NULL
460701,NULL,NULL
460710,NULL,NULL
460729,NULL,0
